 #ntot Tgas  E H- QE QH- H HE H2 QH QH2 H+ HE+ H2+ QH+ QH2+ QH3+ HE++ tff tsound tc Mjeans pdv time
  0.11636084E-001  0.66666610E+002  0.86798959E-038  0.86798959E-038  0.99682345E-005  0.34377815E-015  0.86798959E-038  0.86798959E-038  0.86798959E-038  0.10099839E+001  0.30623807E-005  0.86798959E-038  0.86798959E-038  0.86798959E-038  0.99682345E-005  0.14689509E-020  0.27531358E-026  0.86798959E-038  0.15057179E+016  0.28757182E+016  0.25310897E+025  0.10644692E+036  0.10000000E+001  0.85176613E+016
  0.11752445E-001  0.67112538E+002  0.34375825E-037  0.85939564E-038  0.98695309E-005  0.72450440E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320602E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98695310E-005  0.39018826E-016  0.36078968E-022  0.85939564E-038  0.15057179E+016  0.28757182E+016  0.25310897E+025  0.10644692E+036  0.10000000E+001  0.85327185E+016
  0.11869970E-001  0.67561449E+002  0.34375825E-037  0.85939564E-038  0.98695228E-005  0.88021759E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320603E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98695229E-005  0.66985600E-016  0.80964431E-022  0.85939564E-038  0.14982453E+016  0.28566578E+016  0.25122317E+025  0.10698314E+036  0.10000000E+001  0.85477009E+016
  0.11988669E-001  0.68013362E+002  0.34375825E-037  0.85939564E-038  0.98695146E-005  0.91620290E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320605E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98695147E-005  0.86992264E-016  0.11526898E-021  0.85939564E-038  0.14908098E+016  0.28377238E+016  0.24933736E+025  0.10752206E+036  0.10000000E+001  0.85626090E+016
  0.12108556E-001  0.68468299E+002  0.34375825E-037  0.85939564E-038  0.98695065E-005  0.92723479E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320606E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98695066E-005  0.10128090E-015  0.14032098E-021  0.85939564E-038  0.14834112E+016  0.28189152E+016  0.24745118E+025  0.10806370E+036  0.10000000E+001  0.85774431E+016
  0.12229641E-001  0.68926280E+002  0.34375825E-037  0.85939564E-038  0.98694983E-005  0.93283885E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320608E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98694984E-005  0.11146805E-015  0.15855402E-021  0.85939564E-038  0.14760493E+016  0.28002313E+016  0.24556442E+025  0.10860807E+036  0.10000000E+001  0.85922036E+016
  0.12351938E-001  0.69388796E+002  0.34375825E-037  0.85939564E-038  0.98694902E-005  0.93722555E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320609E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98694903E-005  0.11780375E-015  0.17029252E-021  0.85939564E-038  0.14687239E+016  0.27816712E+016  0.24367688E+025  0.10915518E+036  0.10000000E+001  0.86068909E+016
  0.12475457E-001  0.69855326E+002  0.34375825E-037  0.85939564E-038  0.98694820E-005  0.94152691E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320611E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98694821E-005  0.12215646E-015  0.17867254E-021  0.85939564E-038  0.14614350E+016  0.27632049E+016  0.24179002E+025  0.10970854E+036  0.10000000E+001  0.86215052E+016
  0.12600212E-001  0.70325808E+002  0.34375825E-037  0.85939564E-038  0.98694739E-005  0.94582335E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320612E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98694740E-005  0.12524189E-015  0.18490319E-021  0.85939564E-038  0.14541821E+016  0.27448432E+016  0.23990280E+025  0.11026686E+036  0.10000000E+001  0.86360470E+016
  0.12726214E-001  0.70800090E+002  0.34375825E-037  0.85939564E-038  0.98694657E-005  0.95013368E-013  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.99998407E+000  0.30320614E-005  0.85939564E-038  0.85939564E-038  0.85939564E-038  0.98694658E-005  0.12749565E-015  0.18972013E-021  0.85939564E-038  0.14469653E+016  0.27265878E+016  0.23801485E+025  0.11082995E+036  0.10000000E+001  0.86505167E+016
